# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 3K of event 'cycles:u'
# Event count (approx.): 44762684998
#
# Overhead       Samples        Period  Command  Shared Object                                      Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           IPC   [IPC Coverage]
# ........  ............  ............  .......  .................................................  .................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................  ....................
#
     0.95%            32     426476875  python   liblal-8f7cb511.so.20.3.2                          [.] XLALIIRFilterReverseREAL4Vector                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                -      -            
     0.94%            33     421227236  python   liblal-8f7cb511.so.20.3.2                          [.] XLALIIRFilterREAL8Vector                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       -      -            
     0.91%            33     406535249  python   python3.11                                         [.] deduce_unreachable                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.84%            31     377920595  python   python3.11                                         [.] visit_reachable                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                -      -            
     0.71%            26     319117540  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] handle_scalar                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.64%            34     286554070  python   libc.so.6                                          [.] __memmove_avx_unaligned_erms                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   -      -            
     0.64%            22     284771775  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] int introselect_<npy::float_tag, false, float>(float*, long*, long, long, long*, long*) [clone .isra.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        -      -            
     0.57%            21     256939211  python   libmkl_def.so                                      [.] mkl_dft_def_owns_cFft_BlkMerge_32fc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            -      -            
     0.52%            19     233148711  python   libm.so.6                                          [.] __csqrtf                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       -      -            
     0.47%            16     209195959  python   python3.11                                         [.] dict_traverse                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.41%            15     185015620  python   python3.11                                         [.] func_traverse                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.40%            14     178879698  python   libm.so.6                                          [.] __powf_fma                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.36%            18     161113299  python   python3.11                                         [.] object_dealloc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -            
     0.36%            12     159222096  python   libmkl_def.so                                      [.] mkl_dft_def_owns_cFft_BlkSplit_32fc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            -      -            
     0.35%            12     158804065  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] _aligned_contig_to_strided_size4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               -      -            
     0.34%            12     151542234  python   libframel-9cd69e87.so.8.43.1                       [.] Frz_inflate_codes                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              -      -            
     0.34%            12     150497037  python   libc.so.6                                          [.] __memmove_avx_unaligned                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        -      -            
     0.32%            11     145269974  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] _aligned_strided_to_contig_size4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               -      -            
     0.32%            11     144161761  python   libmkl_def.so                                      [.] mkl_dft_def_owns_cRadix4Inv_32fc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               -      -            
     0.32%            13     141576663  python   libc.so.6                                          [.] _int_malloc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    -      -            
     0.31%            11     139170282  python   libframel-9cd69e87.so.8.43.1                       [.] Frz_inflate_blocks                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.31%            15     137646214  python   ld-linux-x86-64.so.2                               [.] do_lookup_x                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    -      -            
     0.30%            10     133241613  python   libmkl_def.so                                      [.] mkl_dft_def_owns_cRadix4Fwd_32fc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               -      -            
     0.29%            10     130649084  python   libcuda.so.610.57.04                               [.] 0x0000000000458cd0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.29%            10     130209588  python   libmkl_def.so                                      [.] mkl_dft_def_owns_initTabTwdBase_32f                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            -      -            
     0.29%            10     127897667  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] npy_csqrtf                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.29%            11     127649772  python   python3.11                                         [.] _PyObject_GenericGetAttrWithDict                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               -      -            
     0.28%            12     125349103  python   python3.11                                         [.] r_object                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       -      -            
     0.26%            10     116808515  python   python3.11                                         [.] subtype_traverse                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               -      -            
     0.26%             9     116173167  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] PyArray_Pack                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   -      -            
     0.25%            14     110880057  python   [unknown]                                          [k] 0xffffffff86400ba0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.24%            10     106464176  python   python3.11                                         [.] unicode_dealloc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                -      -            
     0.24%             9     106104393  python   libm.so.6                                          [.] powf@GLIBC_2.2.5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               -      -            
     0.24%             9     105927782  python   python3.11                                         [.] _PyFunction_Vectorcall                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         -      -            
     0.23%             9     104646987  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] binary_search_with_guess.part.0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                -      -            
     0.23%             8     101403989  python   libframel-9cd69e87.so.8.43.1                       [.] huft_build                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.22%             9      96908700  python   python3.11                                         [.] tupledealloc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   -      -            
     0.22%             8      96386803  python   python3.11                                         [.] tupletraverse                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.21%             9      95592945  python   python3.11                                         [.] dict_dealloc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   -      -            
     0.21%             7      92149574  python   libmkl_def.so                                      [.] compute_task_fwd                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               -      -            
     0.21%            16      91948163  python   libmkl_def.so                                      [.] initTabTwd_Step                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                -      -            
     0.20%             7      90331463  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] PyArray_AssignFromCache_Recursive                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              -      -            
     0.20%             7      90105494  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] signed_integers_is_known_scalar_types                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          -      -            
     0.20%             8      89969682  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] CFLOAT_multiply_FMA3__AVX2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.20%             8      87641672  python   libc.so.6                                          [.] malloc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         -      -            
     0.19%             7      86655433  python   libmkl_def.so                                      [.] mkl_dft_def_owns_cRadix4FwdNorm_32fc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           -      -            
     0.19%             7      84339354  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] update_shape                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   -      -            
     0.19%             8      83140677  python   ld-linux-x86-64.so.2                               [.] _dl_lookup_symbol_x                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            -      -            
     0.18%             6      79928703  python   libmkl_def.so                                      [.] mkl_dft_def_owns_cFftInv_Fact8_32fc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            -      -            
     0.17%             6      77353857  python   python3.11                                         [.] PyNumber_Long                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.17%             6      77305171  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] PyArray_PromoteTypes                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           -      -            
     0.17%             6      77121135  python   libmkl_def.so                                      [.] mkl_dft_def_owns_initTabTwd_L1_32f                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.17%             6      76635646  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] LONG_setitem                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   -      -            
     0.17%             7      74154701  python   python3.11                                         [.] unicode_decode_utf8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            -      -            
     0.16%             6      71589876  python   libc10.so                                          [.] c10::runtimeDispatchKeySetHas(c10::DispatchKey, c10::DispatchKey)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              -      -            
     0.15%             7      69201117  python   libc.so.6                                          [.] __strlen_avx2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.15%             6      68682140  python   python3.11                                         [.] siphash13                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.15%             5      65519095  python   [vdso]                                             [.] 0x0000000000000b03                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.15%             5      65235996  python   ld-linux-x86-64.so.2                               [.] __tls_get_addr                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -            
     0.15%             8      65013929  python   libc.so.6                                          [.] __memset_avx2_unaligned_erms                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   -      -            
     0.14%             5      63095567  python   libc.so.6                                          [.] __memset_avx2_unaligned                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        -      -            
     0.14%             5      60641448  python   python3.11                                         [.] PyObject_GC_Del                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                -      -            
     0.13%             6      59912511  python   python3.11                                         [.] update_one_slot                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                -      -            
     0.13%             5      57451384  python   libtorch_cpu.so                                    [.] c10::impl::OperatorEntry::registerKernel(c10::Dispatcher const&, std::optional<c10::DispatchKey>, c10::KernelFunction, std::optional<c10::impl::CppSignature>, std::unique_ptr<c10::FunctionSchema, std::default_delete<c10::FunctionSchema> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               -      -            
     0.13%             6      57044083  python   python3.11                                         [.] sre_ucs1_match                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -            
     0.13%             5      56870853  python   libc.so.6                                          [.] cfree@GLIBC_2.2.5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              -      -            
     0.12%             6      55156793  python   python3.11                                         [.] list_iter                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.12%             5      55005017  python   python3.11                                         [.] tok_nextc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.12%             5      54985803  python   python3.11                                         [.] assemble                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       -      -            
     0.12%             5      54560308  python   libc.so.6                                          [.] unlink_chunk.isra.0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            -      -            
     0.12%             4      54186866  python   python3.11                                         [.] PyLong_AsLongLong                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              -      -            
     0.12%            10      52015658  python   libcuda.so.610.57.04                               [.] 0x00000000003f06da                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.12%             5      51735153  python   python3.11                                         [.] insertdict                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.12%             4      51694589  python   libc.so.6                                          [.] pthread_mutex_lock@@GLIBC_2.2.5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                -      -            
     0.12%             4      51587251  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] PyArray_DiscoverDTypeAndShape_Recursive                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        -      -            
     0.11%             4      47386276  python   python3.11                                         [.] _PyPegen_fill_token                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            -      -            
     0.10%             9      46198284  python   [unknown]                                          [k] 0xffffffff861d9bb7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.10%             4      45522009  python   python3.11                                         [.] bitwise_xor_rule                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               -      -            
     0.10%             5      45468852  python   python3.11                                         [.] list_dealloc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   -      -            
     0.10%             4      45393868  python   libtorch_cpu.so                                    [.] c10::impl::OperatorEntry::getKernelForDispatchKey(c10::DispatchKey) const                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.10%             4      45004907  python   python3.11                                         [.] PyUnicode_FromFormatV                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          -      -            
     0.10%             4      44895159  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] CFLOAT_absolute_FMA3__AVX2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            


#
# (Cannot load tips.txt file, please install perf!)
#
