# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1K of event 'cycles:u' (time slices: 548702.389501264,548709.610634503)
# Event count (approx.): 18118097312
#
# Overhead  Command  Shared Object                                      Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  .......  .................................................  ...............................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.07%  python   libtorch_cuda.so                                   [.] c10::impl::wrap_kernel_functor_unboxed_<c10::impl::detail::WrapFunctionIntoFunctor_<c10::CompileTimeFunctionPointer<at::Tensor& (c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&), &at::(anonymous namespace)::(anonymous namespace)::wrapper_CUDA_start_out_arange_out>, at::Tensor&, c10::guts::typelist::typelist<c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&> >, at::Tensor& (c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)>::call(c10::OperatorKernel*, c10::DispatchKeySet, c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)
     0.07%  python   libhdf5.so.1000.0.0                                [.] H5C_unprotect
     0.07%  python   python3.11                                         [.] _PyUnicodeWriter_PrepareInternal
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000132a869
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000002c74da
     0.07%  python   libtorch_cuda.so                                   [.] at::detail::empty_strided_cuda(c10::ArrayRef<long>, c10::ArrayRef<long>, c10::ScalarType, std::optional<c10::Device>)
     0.07%  python   libtorch_python.so                                 [.] pybind11::detail::get_internals()
     0.07%  python   libc.so.6                                          [.] __wcslen_avx2
     0.07%  python   libtorch_cpu.so                                    [.] at::_ops::zero_::call(at::Tensor&)
     0.07%  python   libc10.so                                          [.] c10::operator==(c10::SymInt const&, int)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000132a851
     0.07%  python   libc10.so                                          [.] c10::WarningUtils::set_warning_handler(c10::WarningHandler*)
     0.07%  python   libhdf5.so.1000.0.0                                [.] H5O_protect
     0.07%  python   libtorch_cuda.so                                   [.] void at::native::nonzero_cuda_out_impl<bool>(at::Tensor const&, at::Tensor&)
     0.07%  python   libc10.so                                          [.] c10::CachingAllocator::AcceleratorAllocatorConfig::instance()
     0.07%  python   libtorch_python.so                                 [.] pybind11::cpp_function::initialize<torch::jit::tracer::initPythonTracerBindings(_object*)::{lambda()#2}, std::shared_ptr<torch::jit::tracer::TracingState>, , pybind11::name, pybind11::scope, pybind11::sibling>(torch::jit::tracer::initPythonTracerBindings(_object*)::{lambda()#2}&&, std::shared_ptr<torch::jit::tracer::TracingState> (*)(), pybind11::name const&, pybind11::scope const&, pybind11::sibling const&)::{lambda(pybind11::detail::function_call&)#1}::_FUN(pybind11::detail::function_call&)
     0.07%  python   libhdf5.so.1000.0.0                                [.] H5C__pin_entry_from_client
     0.07%  python   libtorch_cpu.so                                    [.] at::detail::empty_cpu(c10::ArrayRef<long>, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>, std::optional<c10::MemoryFormat>)
     0.07%  python   libtorch_python.so                                 [.] torch::toDevice(_object*)
     0.07%  python   libc.so.6                                          [.] realloc
     0.07%  python   libcudart.so.13                                    [.] 0x0000000000026e5c
     0.07%  python   libhdf5.so.1000.0.0                                [.] H5O_loc_copy_shallow
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000029950c
     0.07%  python   libtorch_cuda.so                                   [.] at::native::empty_cuda(c10::ArrayRef<long>, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>, std::optional<c10::MemoryFormat>)
     0.07%  python   python3.11                                         [.] list_iter
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000021fba8
     0.07%  python   python3.11                                         [.] PyObject_Malloc
     0.07%  python   libtorch_cuda.so                                   [.] at::native::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)
     0.07%  python   libtorch_cpu.so                                    [.] at::native::empty_cpu(c10::ArrayRef<long>, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>, std::optional<c10::MemoryFormat>)
     0.07%  python   libcufft.so.12                                     [.] cufftXtExec
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000000301380
     0.07%  python   _errors.cpython-311-x86_64-linux-gnu.so            [.] __pyx_f_4h5py_7_errors_set_default_error_handler
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000000271054
     0.07%  python   libhdf5.so.1000.0.0                                [.] H5T_patch_file
     0.07%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] PyArray_GetCastingImpl
     0.07%  python   python3.11                                         [.] _PyObject_GC_Resize
     0.07%  python   libtorch_cuda.so                                   [.] at::native::(anonymous namespace)::pow_tensor_scalar_kernel(at::TensorIteratorBase&, c10::Scalar const&)
     0.07%  python   libtorch_cpu.so                                    [.] bool at::native::_resize_output_check<long>(at::Tensor const&, c10::ArrayRef<long>)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000001334d2f
     0.07%  python   python3.11                                         [.] thread_get_ident
     0.07%  python   libtorch_python.so                                 [.] THPModule_has_torch_function_unary(_object*, _object*)
     0.07%  python   h5d.cpython-311-x86_64-linux-gnu.so                [.] __pyx_pw_4h5py_3h5d_9DatasetID_15get_create_plist
     0.07%  python   libhdf5.so.1000.0.0                                [.] H5O_msg_read_oh
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000000452c20
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000026c754
     0.07%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] void_to_void_resolve_descriptors
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000002e60b4
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000001334c7b
     0.07%  python   python3.11                                         [.] PyUnicode_New
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000001334bcf
     0.07%  python   libtorch_cpu.so                                    [.] c10::SmallVectorImpl<long>::operator=(c10::SmallVectorImpl<long>&&) [clone .isra.0]
     0.07%  python   libcudart.so.13                                    [.] 0x0000000000028dd1
     0.07%  python   [unknown]                                          [k] 0xffffffff855263d7
     0.07%  python   [unknown]                                          [k] 0xffffffff85432b66
     0.07%  python   libtorch_cpu.so                                    [.] at::native::to(at::Tensor const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>, bool, bool, std::optional<c10::MemoryFormat>)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000000458d00
     0.07%  python   python3.11                                         [.] converttuple.constprop.0
     0.07%  python   libtorch_python.so                                 [.] pybind11::gil_scoped_acquire::dec_ref()
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000000458e6f
     0.07%  python   [unknown]                                          [k] 0xffffffff86400155
     0.07%  python   python3.11                                         [.] PyObject_GetAttrString
     0.07%  python   libc10.so                                          [.] c10::TensorImpl::TensorImpl(c10::TensorImpl::ImplType, c10::Storage&&, c10::DispatchKeySet, caffe2::TypeMeta)
     0.07%  python   python3.11                                         [.] PyObject_IsInstance
     0.07%  python   libtriton.so                                       [.] (anonymous namespace)::handle_tensor(_object*, _object*, bool, bool, bool)
     0.07%  python   python3.11                                         [.] object_new
     0.07%  python   h5t.cpython-311-x86_64-linux-gnu.so                [.] __pyx_f_4h5py_3h5t_11TypeFloatID_py_dtype
     0.07%  python   python3.11                                         [.] PyThread_get_thread_ident
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000031b6b6
     0.07%  python   python3.11                                         [.] PyObject_RichCompare
     0.07%  python   libcudart.so.13                                    [.] 0x0000000000082775
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000134b318
     0.07%  python   python3.11                                         [.] make_gen
     0.07%  python   libhdf5.so.1000.0.0                                [.] H5C_protect
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000001c4a27
     0.07%  python   libhdf5.so.1000.0.0                                [.] H5O__assert
     0.07%  python   libtorch_cpu.so                                    [.] at::TensorIteratorBase::fast_set_up(at::TensorIteratorConfig const&)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000001c49e6
     0.07%  python   python3.11                                         [.] cfunction_vectorcall_FASTCALL_KEYWORDS
     0.07%  python   python3.11                                         [.] slot_tp_init
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000000305f99
     0.07%  python   libtorch_python.so                                 [.] pybind11::gil_scoped_acquire::~gil_scoped_acquire()
     0.07%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] _field_transfer_data_free
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000000418322
     0.07%  python   python3.11                                         [.] object_vacall
     0.07%  python   libtorch_cpu.so                                    [.] at::detail::computeStorageNbytesContiguous(c10::ArrayRef<long>, unsigned long, unsigned long)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000000458e57
     0.07%  python   libtorch_cpu.so                                    [.] at::meta::structured_pow_Tensor_Scalar::meta(at::Tensor const&, c10::Scalar const&)
     0.07%  python   python3.11                                         [.] tupleiter_dealloc
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000002710c6
     0.07%  python   [vdso]                                             [.] 0x0000000000000ae9
     0.07%  python   libcudart.so.13                                    [.] cudaGetDevice
     0.07%  python   libtorch_cuda.so                                   [.] at::(anonymous namespace)::structured_sum_out_functional::set_output_raw_strided(long, c10::ArrayRef<long>, c10::ArrayRef<long>, c10::TensorOptions)
     0.07%  python   python3.11                                         [.] take_gil
     0.07%  python   libtorch_cpu.so                                    [.] torch::ADInplaceOrView::(anonymous namespace)::select_int(c10::DispatchKeySet, at::Tensor const&, long, c10::SymInt)
     0.07%  python   libc10_cuda.so                                     [.] c10::cuda::CUDAKernelLaunchRegistry::has_failed() const
     0.07%  python   python3.11                                         [.] unicode_dealloc
     0.07%  python   libtorch_cpu.so                                    [.] at::native::as_strided_tensorimpl(at::Tensor const&, c10::ArrayRef<long>, c10::ArrayRef<long>, std::optional<long>)
     0.07%  python   [unknown]                                          [k] 0xffffffff8542e120
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000000355893
     0.07%  python   libhdf5.so.1000.0.0                                [.] H5O__pline_reset
     0.07%  python   python3.11                                         [.] _PyFunction_Vectorcall
     0.07%  python   python3.11                                         [.] _PyObject_New
     0.07%  python   libstdc++.so.6.0.32                                [.] std::ios_base::_M_init()
     0.07%  python   python3.11                                         [.] PyLong_FromLong
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000000271090
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000043229d
     0.07%  python   libc10_cuda.so                                     [.] c10::cuda::CUDAKernelLaunchRegistry::get_singleton_ref()
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000132d58b
     0.07%  python   libtorch_cpu.so                                    [.] c10::computeDispatchKey(std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>) [clone .isra.0]
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000004aefc1
     0.07%  python   libhdf5.so.1000.0.0                                [.] H5O__dtype_decode
     0.07%  python   libtorch_cpu.so                                    [.] c10::intrusive_ptr<c10::TensorImpl, c10::UndefinedTensorImpl>::retain_()
     0.07%  python   libtorch_cuda.so                                   [.] c10::asIntArrayRefSlow(c10::ArrayRef<c10::SymInt>, char const*, long) [clone .constprop.0]
     0.07%  python   python3.11                                         [.] tupletraverse
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000034dd7e
     0.07%  python   python3.11                                         [.] _PyObject_GenericSetAttrWithDict
     0.07%  python   libcudart.so.13                                    [.] 0x0000000000044124
     0.07%  python   libtorch_python.so                                 [.] pybind11::cpp_function::dispatcher(_object*, _object* const*, unsigned long, _object*)
     0.07%  python   libtorch_cpu.so                                    [.] at::TensorIteratorBase::build_borrowing_binary_op(at::TensorBase const&, at::TensorBase const&, at::TensorBase const&)
     0.07%  python   libtorch_cuda.so                                   [.] at::native::set_storage_cuda_(at::Tensor&, c10::Storage, long, c10::ArrayRef<long>, c10::ArrayRef<long>)
     0.07%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] _buffer_info_free
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000001334bdc
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000031733c
     0.07%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] PyArray_AssignArray
     0.07%  python   libtorch_cuda.so                                   [.] c10::intrusive_ptr<c10::TensorImpl, c10::UndefinedTensorImpl>::reset_not_null_(c10::TensorImpl*)
     0.07%  python   libc.so.6                                          [.] __GI___pthread_self
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000031b24e
     0.07%  python   libc10.so                                          [.] c10::TensorImpl::incref_pyobject() const
     0.07%  python   libtorch_python.so                                 [.] THPVariable_device(THPVariable*, void*)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000035c4b9
     0.07%  python   libtorch_cpu.so                                    [.] at::native::detach(at::Tensor const&)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000133510c
     0.07%  python   libtorch_cpu.so                                    [.] torch::autograd::isFwGradDefined(std::optional<at::Tensor> const&) [clone .constprop.0]
     0.07%  python   python3.11                                         [.] method_vectorcall_NOARGS
     0.07%  python   python3.11                                         [.] _PyUnicode_FromASCII
     0.07%  python   libtorch_cpu.so                                    [.] at::_ops::new_empty::call(at::Tensor const&, c10::ArrayRef<c10::SymInt>, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>)
     0.07%  python   libtorch_cpu.so                                    [.] at::TensorIteratorBase::~TensorIteratorBase()
     0.07%  python   libtorch_python.so                                 [.] torch::autograd::THPVariable_stride(_object*, _object*, _object*)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000001334c70
     0.07%  python   libtorch_cpu.so                                    [.] at::_ops::t::call(at::Tensor const&)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000026cf9e
     0.07%  python   libtorch_cpu.so                                    [.] at::meta::resize_reduction(at::impl::MetaBase&, at::Tensor const&, c10::OptionalArrayRef<long>, bool, c10::ScalarType, bool)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000002c3af4
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000132e1f7
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000002710c2
     0.07%  python   python3.11                                         [.] PySys_Audit
     0.07%  python   defs.cpython-311-x86_64-linux-gnu.so               [.] H5Dget_create_plist@plt
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000004183ac
     0.07%  python   python3.11                                         [.] PyCode_Addr2Line
     0.07%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] gentype_alloc
     0.07%  python   python3.11                                         [.] unicode_hash
     0.07%  python   libc.so.6                                          [.] __printf_buffer
     0.07%  python   libstdc++.so.6.0.32                                [.] std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > > const* std::__try_use_facet<std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > > >(std::locale const&)
     0.07%  python   libtorch_cpu.so                                    [.] torch::autograd::as_view(at::Tensor const&, at::Tensor const&, bool, bool, std::unique_ptr<torch::autograd::ViewFunc, std::default_delete<torch::autograd::ViewFunc> >, std::function<at::Tensor (at::Tensor const&)>, torch::autograd::CreationMeta, bool)
     0.07%  python   [vdso]                                             [.] 0x0000000000000b3a
     0.07%  python   libtorch_cpu.so                                    [.] at::_ops::arange::redispatch(c10::DispatchKeySet, c10::Scalar const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000000458d3c
     0.07%  python   libc10_cuda.so                                     [.] c10::cuda::CUDACachingAllocator::Native::DeviceCachingAllocator::record_trace(c10::CachingDeviceAllocator::TraceEntry::Action, unsigned long, unsigned long, CUstream_st*, signed char, std::pair<unsigned long long, unsigned long long>, std::shared_ptr<c10::GatheredContext>)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000041b495
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000000271c74
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000001bb6c1
     0.07%  python   [unknown]                                          [k] 0xffffffff86259838
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000026d686
     0.07%  python   libhdf5.so.1000.0.0                                [.] H5D__chunk_lock
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000002f85a9
     0.07%  python   libc.so.6                                          [.] clock_gettime@@GLIBC_2.17
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000035c453
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000041b841
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000001349cc5
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000031b450
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000041b3b8
     0.07%  python   libtorch_cuda.so                                   [.] std::mutex::lock()
     0.07%  python   libstdc++.so.6.0.32                                [.] std::ios_base::_M_dispose_callbacks()
     0.07%  python   libtorch_cpu.so                                    [.] at::impl::PythonTorchFunctionTLS::exchange_skip_next(bool)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000000301332
     0.07%  python   libtorch_cuda.so                                   [.] c10::TensorImpl::empty_tensor_restride(c10::MemoryFormat)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000003314c1
     0.07%  python   python3.11                                         [.] cfunction_vectorcall_NOARGS
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000001334f57
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000000271060
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000000452d7a
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000002918d9
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000004592c9
     0.07%  python   libstdc++.so.6.0.32                                [.] std::basic_ostream<char, std::char_traits<char> >& std::__ostream_insert<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, char const*, long)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000001bb78c
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000002c74bf
     0.07%  python   libtorch_cpu.so                                    [.] at::_ops::index_Tensor::redispatch(c10::DispatchKeySet, at::Tensor const&, c10::List<std::optional<at::Tensor> > const&)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000001334ad2
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000003314ec
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000001fef83
     0.07%  python   python3.11                                         [.] getset_get
     0.07%  python   libtorch_python.so                                 [.] torch::PythonArgs::scalar_slow(int)
     0.07%  python   libtorch_cpu.so                                    [.] std::vector<c10::SymInt, std::allocator<c10::SymInt> >::~vector()
     0.07%  python   libtorch_cpu.so                                    [.] at::_ops::mul_Tensor::call(at::Tensor const&, at::Tensor const&)
     0.07%  python   libtorch_cuda.so                                   [.] at::native::_fft_c2c_cufft_out(at::Tensor const&, c10::ArrayRef<long>, long, bool, at::Tensor&)
     0.07%  python   libtorch_cpu.so                                    [.] at::native::(anonymous namespace)::inferUnsqueezeGeometry_symint(at::Tensor const&, long)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000000273abd
     0.07%  python   libcudart.so.13                                    [.] 0x000000000004220f
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000001c7dd5
     0.07%  python   python3.11                                         [.] slice_dealloc
     0.07%  python   python3.11                                         [.] PyUnicode_FromString
     0.07%  python   libtorch_python.so                                 [.] torch::utils::aten_to_numpy_dtype(c10::ScalarType)
     0.07%  python   libtorch_cuda.so                                   [.] c10::impl::wrap_kernel_functor_unboxed_<c10::impl::detail::WrapFunctionIntoFunctor_<c10::CompileTimeFunctionPointer<at::Tensor (at::Tensor const&), &at::(anonymous namespace)::(anonymous namespace)::wrapper_CUDA__nonzero>, at::Tensor, c10::guts::typelist::typelist<at::Tensor const&> >, at::Tensor (at::Tensor const&)>::call(c10::OperatorKernel*, c10::DispatchKeySet, at::Tensor const&)
     0.07%  python   libcudart.so.13                                    [.] 0x000000000003ddb1
     0.07%  python   libcudart.so.13                                    [.] 0x000000000003cc62
     0.07%  python   libtorch_python.so                                 [.] std::vector<at::Tensor, std::allocator<at::Tensor> >::resize(unsigned long)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000041b164
     0.07%  python   libtorch.so                                        [.] std::__cxx11::basic_ostringstream<char, std::char_traits<char>, std::allocator<char> >::basic_ostringstream()
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000029954f
     0.07%  python   libtorch_cpu.so                                    [.] c10::SymInt::sym_le(c10::SymInt const&) const
     0.07%  python   libhdf5.so.1000.0.0                                [.] H5FL_arr_malloc
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000002c72d1
     0.07%  python   python3.11                                         [.] _get_impl
     0.07%  python   libtorch_cpu.so                                    [.] at::TensorIteratorBase::reorder_dimensions()
     0.07%  python   libcudart.so.13                                    [.] 0x000000000008274b
     0.07%  python   libtorch_cpu.so                                    [.] torch::autograd::VariableType::(anonymous namespace)::mul_Tensor(c10::DispatchKeySet, at::Tensor const&, at::Tensor const&)
     0.07%  python   libtorch_cuda.so                                   [.] void at::native::gpu_kernel<__nv_hdl_wrapper_t<false, true, false, __nv_dl_tag<void (*)(at::TensorIteratorBase&), &at::native::direct_copy_kernel_cuda, 18u>, c10::complex<float> (c10::complex<float>)> >(at::TensorIteratorBase&, __nv_hdl_wrapper_t<false, true, false, __nv_dl_tag<void (*)(at::TensorIteratorBase&), &at::native::direct_copy_kernel_cuda, 18u>, c10::complex<float> (c10::complex<float>)> const&) [clone .isra.0]
     0.07%  python   libtorch_cpu.so                                    [.] c10::impl::wrap_kernel_functor_unboxed_<c10::impl::detail::WrapFunctionIntoFunctor_<c10::CompileTimeFunctionPointer<at::Tensor& (c10::DispatchKeySet, at::Tensor&, c10::Storage), &torch::autograd::VariableType::(anonymous namespace)::set__source_Storage>, at::Tensor&, c10::guts::typelist::typelist<c10::DispatchKeySet, at::Tensor&, c10::Storage> >, at::Tensor& (c10::DispatchKeySet, at::Tensor&, c10::Storage)>::call(c10::OperatorKernel*, c10::DispatchKeySet, at::Tensor&, c10::Storage)
     0.07%  python   libtorch_cpu.so                                    [.] c10::SymInt::release_() [clone .isra.0]
     0.07%  python   libtorch_cpu.so                                    [.] __tls_get_addr@plt
     0.07%  python   python3.11                                         [.] unicode_find
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000031b48c
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000002c72fe
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000000418325
     0.07%  python   libtorch_cpu.so                                    [.] at::_ops::empty_strided::call(c10::ArrayRef<c10::SymInt>, c10::ArrayRef<c10::SymInt>, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>)
     0.07%  python   libtorch_python.so                                 [.] at::indexing::handleDimInMultiDimIndexing(at::Tensor const&, at::Tensor const&, at::indexing::TensorIndex const&, long*, long*, long, std::vector<at::Tensor, std::allocator<at::Tensor> >&, bool, c10::Device const&, std::optional<c10::ArrayRef<c10::SymInt> > const&)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000031b6ab
     0.07%  python   libstdc++.so.6.0.32                                [.] std::_Rb_tree_rebalance_for_erase(std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)
     0.07%  python   libc.so.6                                          [.] __strlen_avx2
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000001b5618
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000003ee374
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000013350e1
     0.07%  python   python3.11                                         [.] divrem1
     0.07%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] DOUBLE_setitem
     0.07%  python   libtorch_cpu.so                                    [.] at::has_internal_overlap(c10::TensorImpl*)
     0.07%  python   libtorch_cpu.so                                    [.] torch::autograd::VariableType::(anonymous namespace)::add_Tensor(c10::DispatchKeySet, at::Tensor const&, at::Tensor const&, c10::Scalar const&)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000001c1c50
     0.07%  python   libcufft.so.12                                     [.] cufftSetWorkArea
     0.07%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] string_converter_helper
     0.07%  python   libtorch_python.so                                 [.] torch::autograd::set_grad_enabled(_object*, _object*, _object*)
     0.07%  python   libcudart.so.13                                    [.] cudaLaunchKernel
     0.07%  python   libcudart.so.13                                    [.] __cudaLaunchKernel
     0.07%  python   libc10.so                                          [.] c10::TensorImpl::has_storage() const
     0.07%  python   libtorch_cuda.so                                   [.] c10::impl::wrap_kernel_functor_unboxed_<c10::impl::detail::WrapFunctionIntoFunctor_<c10::CompileTimeFunctionPointer<at::Tensor& (at::Tensor&, c10::Storage), &at::(anonymous namespace)::(anonymous namespace)::wrapper_CUDA_source_Storage_set_>, at::Tensor&, c10::guts::typelist::typelist<at::Tensor&, c10::Storage> >, at::Tensor& (at::Tensor&, c10::Storage)>::call(c10::OperatorKernel*, c10::DispatchKeySet, at::Tensor&, c10::Storage)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000001334bcb
     0.07%  python   python3.11                                         [.] vectorcall_maybe.constprop.0
     0.07%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] simple_cast_resolve_descriptors
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000021cd71
     0.07%  python   python3.11                                         [.] PyList_New
     0.07%  python   libtorch_python.so                                 [.] at::indexing::get_item(at::Tensor const&, c10::ArrayRef<at::indexing::TensorIndex> const&, bool)
     0.07%  python   libc10.so                                          [.] c10::SymBool::expect_true(char const*, long) const
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000032a903
     0.07%  python   python3.11                                         [.] PyObject_Free
     0.07%  python   python3.11                                         [.] PyUnicode_Format
     0.07%  python   libstdc++.so.6.0.32                                [.] std::locale::id::_M_id() const@plt
     0.07%  python   cuda_utils.cpython-311-x86_64-linux-gnu.so         [.] extractArgs
     0.07%  python   libc.so.6                                          [.] __tz_convert
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000003015c3
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000001329c91
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000003172d7
     0.07%  python   libtorch_cuda.so                                   [.] at::(anonymous namespace)::structured_special_shifted_chebyshev_polynomial_w_out_functional::maybe_get_output(long)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000000458cdb
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000000301866
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000021d34a
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000026ce6f
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000041b16f
     0.07%  python   python3.11                                         [.] _abc__abc_instancecheck
     0.07%  python   [unknown]                                          [k] 0xffffffff861da328
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000002710fb
     0.07%  python   python3.11                                         [.] PyLong_AsLongLongAndOverflow
