# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 4K of event 'cycles:u'
# Event count (approx.): 57353535767
#
# Overhead  Command  Shared Object                                      Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  .......  .................................................  ...............................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.05%  python   libc10_cuda.so                                     [.] std::pair<ska::detailv3::sherwood_v3_table<c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*, std::hash<c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*>, ska::detailv3::functor_storage<unsigned long, std::hash<c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*> >, std::equal_to<c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*>, ska::detailv3::functor_storage<bool, std::equal_to<c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*> >, std::allocator<c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*>, std::allocator<ska::detailv3::sherwood_v3_entry<c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*> > >::templated_iterator<c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*>, bool> ska::detailv3::sherwood_v3_table<c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*, std::hash<c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*>, ska::detailv3::functor_storage<unsigned long, std::hash<c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*> >, std::equal_to<c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*>, ska::detailv3::functor_storage<bool, std::equal_to<c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*> >, std::allocator<c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*>, std::allocator<ska::detailv3::sherwood_v3_entry<c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*> > >::emplace<c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block* const&>(c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block* const&)
     0.05%  python   libcuda.so.610.57.04                               [.] 0x00000000002710a8
     0.05%  python   libcuda.so.610.57.04                               [.] 0x00000000001be04b
     0.05%  python   libc10_cuda.so                                     [.] c10::cuda::GetDevice(signed char*)
     0.05%  python   python3.11                                         [.] dict_repr
     0.05%  python   libc10.so                                          [.] c10::alloc_cpu(unsigned long)
     0.05%  python   python3.11                                         [.] enum_next
     0.05%  python   libtorch_cpu.so                                    [.] at::TensorIteratorBase::build(at::TensorIteratorConfig&)
     0.05%  python   [vdso]                                             [.] 0x0000000000000b11
     0.05%  python   libcuda.so.610.57.04                               [.] cuMemcpyHtoDAsync_v2
     0.05%  python   libtorch_cpu.so                                    [.] c10::SymInt::operator*(c10::SymInt const&) const
     0.05%  python   libc10_cuda.so                                     [.] c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::BlockComparatorSizeCounterAddress(c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block const*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block const*)
     0.05%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] FLOAT_power
     0.05%  python   python3.11                                         [.] PyMem_Calloc
     0.05%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] LONG_copyswap
     0.05%  python   libcuda.so.610.57.04                               [.] 0x0000000000453dea
     0.05%  python   libtorch_python.so                                 [.] torch::autograd::THPVariable_getitem(_object*, _object*)
     0.05%  python   libtorch_cpu.so                                    [.] c10::TensorImpl::set_sizes_and_strides(c10::ArrayRef<long>, c10::ArrayRef<long>, std::optional<long>) [clone .isra.0]
     0.05%  python   libtorch_cpu.so                                    [.] at::assert_no_internal_overlap(c10::TensorImpl*)
     0.05%  python   python3.11                                         [.] getset_get
     0.05%  python   libc10_cuda.so                                     [.] c10::cuda::CUDACachingAllocator::Native::DeviceCachingAllocator::alloc_found_block(c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::AllocParams const&, unsigned long, std::shared_ptr<c10::GatheredContext>, bool)
     0.05%  python   libtorch_cpu.so                                    [.] c10::SymInt::release_() [clone .isra.0]
     0.05%  python   libtorch_cpu.so                                    [.] at::_ops::empty_memory_format::redispatch(c10::DispatchKeySet, c10::ArrayRef<c10::SymInt>, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>, std::optional<c10::MemoryFormat>)
     0.05%  python   libc10.so                                          [.] c10::TensorImpl::_fw_grad(unsigned long, at::TensorBase const&) const
     0.05%  python   libcuda.so.610.57.04                               [.] 0x00000000002710bb
     0.05%  python   libtorch_cuda.so                                   [.] at::(anonymous namespace)::structured_index_out_functional::set_output_raw_strided(long, c10::ArrayRef<long>, c10::ArrayRef<long>, c10::TensorOptions)
     0.05%  python   libc10.so                                          [.] c10::TensorImpl::~TensorImpl()
     0.05%  python   libc10_cuda.so                                     [.] c10::cuda::(anonymous namespace)::check_gpu(signed char)
     0.05%  python   libmkl_def.so                                      [.] mkl_serv_libm_sin@plt
     0.05%  python   libtorch_cuda.so                                   [.] at::detail::empty_cuda(c10::ArrayRef<long>, c10::ScalarType, std::optional<c10::Device>, std::optional<c10::MemoryFormat>)
     0.05%  python   libtorch_cpu.so                                    [.] at::TensorIteratorBase::compute_fast_setup_type(at::TensorIteratorConfig const&)
     0.05%  python   python3.11                                         [.] PyUnicode_Format
     0.04%  python   libtorch_cpu.so                                    [.] at::native::DispatchStubImpl::try_get_call_ptr(c10::DeviceType, void*, void*, void*)
     0.04%  python   libstdc++.so.6.0.32                                [.] std::locale::id::_M_id() const@plt
     0.04%  python   libtorch_python.so                                 [.] torch::PyWarningHandler::~PyWarningHandler()
     0.04%  python   python3.11                                         [.] PyNumber_Long
     0.04%  python   python3.11                                         [.] PyObject_Free
     0.04%  python   libtorch_cuda.so                                   [.] c10::impl::InlineDeviceGuard<c10::impl::VirtualGuardImpl>::InlineDeviceGuard(c10::Device)
     0.04%  python   python3.11                                         [.] dict_iter
     0.04%  python   [unknown]                                          [k] 0xffffffff85432aff
     0.04%  python   python3.11                                         [.] method_vectorcall_VARARGS
     0.04%  python   libcuda.so.610.57.04                               [.] 0x00000000002f2552
     0.04%  python   python3.11                                         [.] term_rule
     0.04%  python   python3.11                                         [.] shift_expr_rule
     0.04%  python   python3.11                                         [.] tuplehash
     0.04%  python   python3.11                                         [.] PyUnicode_Concat
     0.04%  python   python3.11                                         [.] analyze_block
     0.04%  python   python3.11                                         [.] _PyObject_GetMethod
     0.04%  python   libtorch_cpu.so                                    [.] c10::impl::OperatorEntry::hasKernelForAnyDispatchKey(c10::DispatchKeySet) const
     0.04%  python   libmkl_def.so                                      [.] mkl_dft_def_ownsCopy_8u
     0.04%  python   python3.11                                         [.] PyObject_IsTrue
     0.04%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] ufunc_generic_fastcall
     0.04%  python   python3.11                                         [.] list_iter
     0.04%  python   libz.so.1.3.1                                      [.] build_tree
     0.04%  python   python3.11                                         [.] PyObject_GetItem
     0.04%  python   libtorch_python.so                                 [.] pybind11::cpp_function::dispatcher(_object*, _object* const*, unsigned long, _object*)
     0.04%  python   python3.11                                         [.] list_traverse
     0.04%  python   python3.11                                         [.] PyMem_Malloc
     0.04%  python   python3.11                                         [.] _PyPegen_fill_token
     0.04%  python   python3.11                                         [.] _PyDict_Contains_KnownHash
     0.04%  python   ld-linux-x86-64.so.2                               [.] strcmp
     0.04%  python   python3.11                                         [.] PyUnicode_Substring
     0.04%  python   python3.11                                         [.] resize_compact
     0.04%  python   python3.11                                         [.] tuple_iter
     0.04%  python   python3.11                                         [.] set_dealloc
     0.04%  python   python3.11                                         [.] unicode_expandtabs
     0.04%  python   python3.11                                         [.] bounded_lru_cache_wrapper
     0.04%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] CFLOAT_conjugate_FMA3__AVX2
     0.04%  python   [unknown]                                          [k] 0xffffffff85460b5a
     0.04%  python   python3.11                                         [.] args_rule
     0.04%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] DOUBLE_multiply_FMA3__AVX2
     0.04%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] _aligned_contig_cast_float_to_cfloat
     0.04%  python   python3.11                                         [.] PyDict_Copy
     0.04%  python   [unknown]                                          [k] 0xffffffff8545d4d5
     0.04%  python   python3.11                                         [.] primary_rule
     0.04%  python   python3.11                                         [.] BaseException_new
     0.04%  python   python3.11                                         [.] import_all_from
     0.04%  python   python3.11                                         [.] _PyObject_VectorcallTstate.lto_priv.21
     0.04%  python   python3.11                                         [.] dict_merge
     0.04%  python   libtorch_cpu.so                                    [.] torch::jit::SharedParserData::match(torch::jit::StringCordView::Iterator, bool, bool, int*, torch::jit::StringCordView::Iterator*, torch::jit::StringCordView::Iterator*)
     0.04%  python   python3.11                                         [.] unicode_lstrip
     0.04%  python   python3.11                                         [.] PyDict_Keys
     0.04%  python   ld-linux-x86-64.so.2                               [.] _dl_relocate_object
     0.04%  python   [unknown]                                          [k] 0xffffffff86259134
     0.03%  python   python3.11                                         [.] star_targets_rule
     0.03%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] _aligned_contig_cast_long_to_double
     0.03%  python   python3.11                                         [.] compiler_visit_expr
     0.03%  python   python3.11                                         [.] _PyObject_GC_NewVar
     0.03%  python   libcuda.so.610.57.04                               [.] 0x00000000003f06e1
     0.03%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] CFLOAT_absolute_FMA3__AVX2
     0.03%  python   libtorch_cpu.so                                    [.] std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, c10::Symbol>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, c10::Symbol> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
     0.03%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] _aligned_contig_cast_double_to_float
     0.03%  python   libcuda.so.610.57.04                               [.] 0x000000000132e1f7
     0.03%  python   libcuda.so.610.57.04                               [.] 0x0000000000457a71
     0.03%  python   [unknown]                                          [k] 0xffffffff8626a14c
     0.03%  python   [unknown]                                          [k] 0xffffffff854327d2
     0.03%  python   python3.11                                         [.] list_extend
     0.02%  python   libtorch_cpu.so                                    [.] torch::autograd::ViewInfo::chain(at::Tensor const&, at::Tensor const&, std::unique_ptr<torch::autograd::ViewFunc, std::default_delete<torch::autograd::ViewFunc> >, std::function<at::Tensor (at::Tensor const&)>) const
     0.02%  python   python3.11                                         [.] method_vectorcall
     0.02%  python   libcudart.so.13                                    [.] 0x0000000000036bf3
     0.02%  python   libtorch_python.so                                 [.] c10::intrusive_ptr<c10::TensorImpl, c10::UndefinedTensorImpl>::reset_not_null_(c10::TensorImpl*)
     0.02%  python   libtorch_cpu.so                                    [.] at::TensorIteratorBase::mark_outputs()
     0.02%  python   python3.11                                         [.] wrapperdescr_get
     0.02%  python   [unknown]                                          [k] 0xffffffff85432878
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000021d096
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000001c76e1
     0.02%  python   h5t.cpython-311-x86_64-linux-gnu.so                [.] __Pyx_PyObject_FastCallDict.constprop.0
     0.02%  python   libtorch_cuda.so                                   [.] at::native::conj_kernel_cuda(at::TensorIteratorBase&)
     0.02%  python   libm.so.6                                          [.] pow@GLIBC_2.2.5
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000273b83
     0.02%  python   libtorch_cpu.so                                    [.] at::TensorIteratorBase::coalesce_dimensions()
     0.02%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] _new_sortlike
     0.02%  python   python3.11                                         [.] _PyCode_ConstantKey
     0.02%  python   [unknown]                                          [k] 0xffffffff85211af8
     0.02%  python   libc10.so                                          [.] c10::DispatchKeySet::iterator::operator++()
     0.02%  python   python3.11                                         [.] _PyLong_Frexp
     0.02%  python   python3.11                                         [.] func_dealloc
     0.02%  python   python3.11                                         [.] _PyEvalFramePushAndInit
     0.02%  python   [unknown]                                          [k] 0xffffffff852138e8
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000001bb77e
     0.02%  python   python3.11                                         [.] clear_weakref
     0.02%  python   python3.11                                         [.] _PyModule_ClearDict
     0.02%  python   libtorch_python.so                                 [.] GetterBase<PropertyReal>::getter(THPVariable*, void*)
     0.02%  python   _ccallback_c.cpython-311-x86_64-linux-gnu.so       [.] __Pyx_CyFunction_traverse
     0.02%  python   python3.11                                         [.] long_richcompare
     0.02%  python   python3.11                                         [.] type_dealloc
     0.02%  python   libhdf5.so.1000.0.0                                [.] H5FL_arr_free
     0.02%  python   libtorch_cpu.so                                    [.] c10::impl::wrap_kernel_functor_unboxed_<c10::impl::detail::WrapFunctionIntoFunctor_<c10::CompileTimeFunctionPointer<at::Tensor (at::Tensor const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>, bool, std::optional<c10::MemoryFormat>), &at::(anonymous namespace)::_to_copy>, at::Tensor, c10::guts::typelist::typelist<at::Tensor const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>, bool, std::optional<c10::MemoryFormat> > >, at::Tensor (at::Tensor const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>, bool, std::optional<c10::MemoryFormat>)>::call(c10::OperatorKernel*, c10::DispatchKeySet, at::Tensor const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>, bool, std::optional<c10::MemoryFormat>)
     0.02%  python   libc.so.6                                          [.] __strnlen_avx2
     0.02%  python   libtorch_cpu.so                                    [.] c10::impl::OperatorEntry::computeDispatchTableEntryWithDebug(c10::Dispatcher const&, c10::DispatchKey) const
     0.02%  python   libtorch_cpu.so                                    [.] c10::Dispatcher::deregisterDef_(c10::OperatorHandle const&, c10::OperatorName const&)
     0.02%  python   libcudart.so.13                                    [.] 0x000000000003cc53
     0.02%  python   libhdf5.so.1000.0.0                                [.] H5T_close
     0.02%  python   libtorch_cuda.so                                   [.] c10::impl::wrap_kernel_functor_unboxed_<c10::impl::detail::WrapFunctionIntoFunctor_<c10::CompileTimeFunctionPointer<at::Tensor (c10::ArrayRef<c10::SymInt>, c10::ArrayRef<c10::SymInt>, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>), &at::(anonymous namespace)::(anonymous namespace)::wrapper_CUDA__empty_strided>, at::Tensor, c10::guts::typelist::typelist<c10::ArrayRef<c10::SymInt>, c10::ArrayRef<c10::SymInt>, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool> > >, at::Tensor (c10::ArrayRef<c10::SymInt>, c10::ArrayRef<c10::SymInt>, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>)>::call(c10::OperatorKernel*, c10::DispatchKeySet, c10::ArrayRef<c10::SymInt>, c10::ArrayRef<c10::SymInt>, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000132e240
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000001336050
     0.02%  python   libtorch_cpu.so                                    [.] c10::SymInt::release_() [clone .isra.0]
     0.02%  python   libtorch_cuda.so                                   [.] c10::impl::wrap_kernel_functor_unboxed_<c10::impl::detail::WrapFunctionIntoFunctor_<c10::CompileTimeFunctionPointer<at::Tensor& (c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&), &at::(anonymous namespace)::(anonymous namespace)::wrapper_CUDA_start_out_arange_out>, at::Tensor&, c10::guts::typelist::typelist<c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&> >, at::Tensor& (c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)>::call(c10::OperatorKernel*, c10::DispatchKeySet, c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)
     0.02%  python   libhdf5.so.1000.0.0                                [.] H5C_unprotect
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000132a869
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000002c74da
     0.02%  python   libtorch_cuda.so                                   [.] at::detail::empty_strided_cuda(c10::ArrayRef<long>, c10::ArrayRef<long>, c10::ScalarType, std::optional<c10::Device>)
     0.02%  python   libtorch_python.so                                 [.] pybind11::detail::get_internals()
     0.02%  python   libc.so.6                                          [.] __wcslen_avx2
     0.02%  python   libtorch_cpu.so                                    [.] at::_ops::zero_::call(at::Tensor&)
     0.02%  python   libc10.so                                          [.] c10::operator==(c10::SymInt const&, int)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000132a851
     0.02%  python   libc10.so                                          [.] c10::WarningUtils::set_warning_handler(c10::WarningHandler*)
     0.02%  python   libhdf5.so.1000.0.0                                [.] H5O_protect
     0.02%  python   libtorch_cuda.so                                   [.] void at::native::nonzero_cuda_out_impl<bool>(at::Tensor const&, at::Tensor&)
     0.02%  python   libc10.so                                          [.] c10::CachingAllocator::AcceleratorAllocatorConfig::instance()
     0.02%  python   libtorch_python.so                                 [.] pybind11::cpp_function::initialize<torch::jit::tracer::initPythonTracerBindings(_object*)::{lambda()#2}, std::shared_ptr<torch::jit::tracer::TracingState>, , pybind11::name, pybind11::scope, pybind11::sibling>(torch::jit::tracer::initPythonTracerBindings(_object*)::{lambda()#2}&&, std::shared_ptr<torch::jit::tracer::TracingState> (*)(), pybind11::name const&, pybind11::scope const&, pybind11::sibling const&)::{lambda(pybind11::detail::function_call&)#1}::_FUN(pybind11::detail::function_call&)
     0.02%  python   libhdf5.so.1000.0.0                                [.] H5C__pin_entry_from_client
     0.02%  python   libtorch_cpu.so                                    [.] at::detail::empty_cpu(c10::ArrayRef<long>, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>, std::optional<c10::MemoryFormat>)
     0.02%  python   libtorch_python.so                                 [.] torch::toDevice(_object*)
     0.02%  python   libc.so.6                                          [.] realloc
     0.02%  python   libcudart.so.13                                    [.] 0x0000000000026e5c
     0.02%  python   libhdf5.so.1000.0.0                                [.] H5O_loc_copy_shallow
     0.02%  python   python3.11                                         [.] _PyFrame_Push
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000029950c
     0.02%  python   libtorch_cuda.so                                   [.] at::native::empty_cuda(c10::ArrayRef<long>, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>, std::optional<c10::MemoryFormat>)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000021fba8
     0.02%  python   libtorch_cuda.so                                   [.] at::native::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)
     0.02%  python   libtorch_cpu.so                                    [.] at::native::empty_cpu(c10::ArrayRef<long>, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>, std::optional<c10::MemoryFormat>)
     0.02%  python   libcufft.so.12                                     [.] cufftXtExec
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000301380
     0.02%  python   _errors.cpython-311-x86_64-linux-gnu.so            [.] __pyx_f_4h5py_7_errors_set_default_error_handler
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000271054
     0.02%  python   [unknown]                                          [k] 0xffffffff8545f2fd
     0.02%  python   libhdf5.so.1000.0.0                                [.] H5T_patch_file
     0.02%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] PyArray_GetCastingImpl
     0.02%  python   python3.11                                         [.] _PyObject_GC_Resize
     0.02%  python   libtorch_cuda.so                                   [.] at::native::(anonymous namespace)::pow_tensor_scalar_kernel(at::TensorIteratorBase&, c10::Scalar const&)
     0.02%  python   libtorch_cpu.so                                    [.] bool at::native::_resize_output_check<long>(at::Tensor const&, c10::ArrayRef<long>)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000001334d2f
     0.02%  python   python3.11                                         [.] thread_get_ident
     0.02%  python   libtorch_python.so                                 [.] THPModule_has_torch_function_unary(_object*, _object*)
     0.02%  python   h5d.cpython-311-x86_64-linux-gnu.so                [.] __pyx_pw_4h5py_3h5d_9DatasetID_15get_create_plist
     0.02%  python   libhdf5.so.1000.0.0                                [.] H5O_msg_read_oh
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000452c20
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000026c754
     0.02%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] void_to_void_resolve_descriptors
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000002e60b4
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000001334c7b
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000001334bcf
     0.02%  python   libtorch_cpu.so                                    [.] c10::SmallVectorImpl<long>::operator=(c10::SmallVectorImpl<long>&&) [clone .isra.0]
     0.02%  python   libcudart.so.13                                    [.] 0x0000000000028dd1
     0.02%  python   [unknown]                                          [k] 0xffffffff855263d7
     0.02%  python   [unknown]                                          [k] 0xffffffff85432b66
     0.02%  python   libtorch_cpu.so                                    [.] at::native::to(at::Tensor const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>, bool, bool, std::optional<c10::MemoryFormat>)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000458d00
     0.02%  python   python3.11                                         [.] converttuple.constprop.0
     0.02%  python   libtorch_python.so                                 [.] pybind11::gil_scoped_acquire::dec_ref()
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000458e6f
     0.02%  python   [unknown]                                          [k] 0xffffffff86400155
     0.02%  python   python3.11                                         [.] PyObject_GetAttrString
     0.02%  python   libc10.so                                          [.] c10::TensorImpl::TensorImpl(c10::TensorImpl::ImplType, c10::Storage&&, c10::DispatchKeySet, caffe2::TypeMeta)
     0.02%  python   python3.11                                         [.] PyObject_IsInstance
     0.02%  python   libtriton.so                                       [.] (anonymous namespace)::handle_tensor(_object*, _object*, bool, bool, bool)
     0.02%  python   python3.11                                         [.] object_new
     0.02%  python   h5t.cpython-311-x86_64-linux-gnu.so                [.] __pyx_f_4h5py_3h5t_11TypeFloatID_py_dtype
     0.02%  python   python3.11                                         [.] PyThread_get_thread_ident
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000031b6b6
     0.02%  python   python3.11                                         [.] PyObject_RichCompare
     0.02%  python   libcudart.so.13                                    [.] 0x0000000000082775
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000134b318
     0.02%  python   python3.11                                         [.] make_gen
     0.02%  python   libhdf5.so.1000.0.0                                [.] H5C_protect
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000001c4a27
     0.02%  python   libhdf5.so.1000.0.0                                [.] H5O__assert
     0.02%  python   libtorch_cpu.so                                    [.] at::TensorIteratorBase::fast_set_up(at::TensorIteratorConfig const&)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000001c49e6
     0.02%  python   python3.11                                         [.] cfunction_vectorcall_FASTCALL_KEYWORDS
     0.02%  python   python3.11                                         [.] slot_tp_init
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000305f99
     0.02%  python   libtorch_python.so                                 [.] pybind11::gil_scoped_acquire::~gil_scoped_acquire()
     0.02%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] _field_transfer_data_free
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000418322
     0.02%  python   python3.11                                         [.] object_vacall
     0.02%  python   libtorch_cpu.so                                    [.] at::detail::computeStorageNbytesContiguous(c10::ArrayRef<long>, unsigned long, unsigned long)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000458e57
     0.02%  python   libtorch_cpu.so                                    [.] at::meta::structured_pow_Tensor_Scalar::meta(at::Tensor const&, c10::Scalar const&)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000002710c6
     0.02%  python   [vdso]                                             [.] 0x0000000000000ae9
     0.02%  python   libcudart.so.13                                    [.] cudaGetDevice
     0.02%  python   libtorch_cuda.so                                   [.] at::(anonymous namespace)::structured_sum_out_functional::set_output_raw_strided(long, c10::ArrayRef<long>, c10::ArrayRef<long>, c10::TensorOptions)
     0.02%  python   python3.11                                         [.] take_gil
     0.02%  python   libtorch_cpu.so                                    [.] torch::ADInplaceOrView::(anonymous namespace)::select_int(c10::DispatchKeySet, at::Tensor const&, long, c10::SymInt)
     0.02%  python   libc10_cuda.so                                     [.] c10::cuda::CUDAKernelLaunchRegistry::has_failed() const
     0.02%  python   libtorch_cpu.so                                    [.] at::native::as_strided_tensorimpl(at::Tensor const&, c10::ArrayRef<long>, c10::ArrayRef<long>, std::optional<long>)
     0.02%  python   [unknown]                                          [k] 0xffffffff8542e120
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000355893
     0.02%  python   libhdf5.so.1000.0.0                                [.] H5O__pline_reset
     0.02%  python   python3.11                                         [.] _PyObject_New
     0.02%  python   libstdc++.so.6.0.32                                [.] std::ios_base::_M_init()
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000271090
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000043229d
     0.02%  python   libc10_cuda.so                                     [.] c10::cuda::CUDAKernelLaunchRegistry::get_singleton_ref()
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000132d58b
     0.02%  python   libtorch_cpu.so                                    [.] c10::computeDispatchKey(std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>) [clone .isra.0]
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000004aefc1
     0.02%  python   libhdf5.so.1000.0.0                                [.] H5O__dtype_decode
     0.02%  python   libtorch_cpu.so                                    [.] c10::intrusive_ptr<c10::TensorImpl, c10::UndefinedTensorImpl>::retain_()
     0.02%  python   libtorch_cuda.so                                   [.] c10::asIntArrayRefSlow(c10::ArrayRef<c10::SymInt>, char const*, long) [clone .constprop.0]
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000034dd7e
     0.02%  python   python3.11                                         [.] _PyObject_GenericSetAttrWithDict
     0.02%  python   libcudart.so.13                                    [.] 0x0000000000044124
     0.02%  python   libtorch_cpu.so                                    [.] at::TensorIteratorBase::build_borrowing_binary_op(at::TensorBase const&, at::TensorBase const&, at::TensorBase const&)
     0.02%  python   libtorch_cuda.so                                   [.] at::native::set_storage_cuda_(at::Tensor&, c10::Storage, long, c10::ArrayRef<long>, c10::ArrayRef<long>)
